name,number,title,full_name,term_quarter,term_year,grade_Ap,grade_A,grade_Am,grade_Bp,grade_B,grade_Bm,grade_Cp,grade_C,grade_Cm,grade_Dp,grade_D,grade_Dm,grade_F,grade_no_pass,grade_pass
MUSC 90C,90C,Chamber Singers,James Bass,SP,2017,0,27,1,0,1,0,0,0,0,0,0,0,0,0,0
MUSC 119A,119A,Vocal Techniques for Music Education,Lily Chen-Hafteck,SP,2017,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0
MUSC 90D,90D,Opera Workshop,Douglas Sumi,SP,2017,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0
NAV SCI 20A,20A,Naval Ship Systems II,Lauren McCarthy,SP,2017,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
NAV SCI 103,103,Evolution of Warfare,Evan Barnes,SP,2017,0,16,2,0,0,0,0,0,0,1,0,0,0,0,0
NAV SCI 101A,101A,Navigation I,Matthew Smith,SP,2017,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
NEUROSC 182,182,Pharmacology of Drugs of Abuse,Sherrel Howard,SP,2017,0,6,7,3,5,2,1,4,1,0,0,0,0,0,0
NEUROSC M119N,M119N,The Visual System,Stan Schein,SP,2017,2,6,1,3,1,0,0,0,0,0,0,0,0,0,0
NEUROSC 179,179,Clinical Neuroscience: New Concepts in Neurological Disorders,Carlos Cepeda,SP,2017,8,19,6,1,0,0,0,0,0,0,0,0,0,0,0
NEUROSC M101C,M101C,Neuroscience: From Molecules to Mind -- Behavioral and Cognitive Neuroscience,David Glanzman,SP,2017,9,12,8,31,27,12,11,22,12,0,3,0,2,0,0
NEUROSC M119L,M119L,Human Neuropsychology,Dahlia Zaidel,SP,2017,1,1,2,3,2,0,1,0,0,0,0,0,0,0,0
NEUROSC M187,M187,Neurobiology of Bias and Discrimination,Christopher Evans,SP,2017,1,14,8,1,0,0,0,0,0,0,0,0,0,0,0
NEUROSC M101C,M101C,Neuroscience: From Molecules to Mind -- Behavioral and Cognitive Neuroscience,Kate Wassum,SP,2017,9,12,8,31,27,12,11,22,12,0,3,0,2,0,0
NEUROSC M187,M187,Neurobiology of Bias and Discrimination,G.R. Poe,SP,2017,1,14,8,1,0,0,0,0,0,0,0,0,0,0,0
NEUROSC M101C,M101C,Neuroscience: From Molecules to Mind -- Behavioral and Cognitive Neuroscience,Chris Lau,SP,2017,9,12,8,31,27,12,11,22,12,0,3,0,2,0,0
NR EAST M20,M20,Visible Language: Study of Writing,Jeremy Smoak,SP,2017,2,6,4,0,1,1,0,0,0,0,1,0,1,0,2
NURSING 173,173,Introduction to Research,P Macey,SP,2017,1,4,4,19,14,3,2,1,0,0,0,0,1,0,0
NURSING 13,13,Introduction to Human Anatomy,R. Torres,SP,2017,12,10,9,3,4,4,2,1,0,1,0,1,0,0,1
NURSING 13,13,Introduction to Human Anatomy,Erin Kopp,SP,2017,12,10,9,3,4,4,2,1,0,1,0,1,0,0,1
NURSING 171,171,Public Health Nursing,Elizabeth Dixon,SP,2017,0,48,15,1,0,0,0,0,0,0,0,0,0,0,0
NURSING 54A,54A,Pathophysiology I,Barbara Bates-Jensen,SP,2017,0,3,7,8,10,5,5,8,0,0,3,2,0,0,0
NURSING 162B,162B,Tertiary Prevention and Care: Maternity,Barbara Demman,SP,2017,0,7,13,12,9,3,1,1,0,0,0,0,0,0,0
NURSING 160,160,Secondary Prevention,Su Jung,SP,2017,6,14,18,6,2,0,0,0,0,0,0,0,0,0,0
PHILOS C127B,C127B,Philosophy of Language,David Kaplan,SP,2017,2,8,11,13,6,5,1,0,0,0,0,0,1,0,1
PHILOS C127C,C127C,Philosophy of Language,David Kaplan,SP,2017,1,2,3,6,6,3,2,2,0,0,0,0,0,0,0
PHILOS M101A,M101A,Plato -- Earlier Dialogues,Gavin Lawrence,SP,2017,3,3,4,6,6,2,1,0,0,0,0,0,1,0,2
PHILOS M102,M102,Aristotle,Ryan Cook,SP,2017,0,9,14,6,4,1,0,0,0,0,0,0,0,0,0
PHILOS 6,6,Introduction to Political Philosophy,Gavin Lawrence,SP,2017,0,30,74,61,50,26,7,1,3,0,0,0,2,1,27
PHILOS 157B,157B,History of Political Philosophy,Alexander Julius,SP,2017,0,25,51,4,2,0,0,0,0,0,0,0,3,0,0
PHILOS 180,180,Philosophy of Action,Alexander Julius,SP,2017,0,18,68,1,1,0,0,0,0,0,0,0,2,0,0
PHILOS C156,C156,Topics in Political Philosophy,Bradley McHose,SP,2017,1,11,7,4,3,2,3,2,0,0,1,0,0,0,0
PHILOS 21,21,Skepticism and Rationality,Andrew Hsu,SP,2017,1,15,19,21,29,12,11,7,1,0,0,0,6,2,8
PHILOS C114,C114,Hume,Daniela Dover,SP,2017,1,8,4,11,2,0,3,2,1,0,0,0,0,0,0
PHILOS 161,161,Topics in Aesthetic Theory,Samuel Cumming,SP,2017,0,10,14,11,2,0,0,0,0,0,0,0,1,0,0
PHILOS 132,132,Philosophy of Biology,Luca Struble,SP,2017,2,9,7,9,2,4,2,2,0,1,0,0,0,0,3
PHILOS 8,8,Introduction to Philosophy of Science,Tamar Weber,SP,2017,7,31,39,15,22,18,3,8,8,0,0,5,6,2,17
PHILOS 7,7,Introduction to Philosophy of Mind,Joshua Armstrong,SP,2017,3,44,51,26,38,16,17,10,4,1,1,1,6,2,13
PHILOS 182,182,Elements of Metaphysics,Alexis Burgess,SP,2017,1,7,9,3,12,0,1,0,1,0,0,0,2,0,1
PHILOS 107,107,Topics in Medieval Philosophy,Clas Lagerlund,SP,2017,5,3,3,1,7,2,3,2,2,1,1,1,3,0,0
PHILOS 174,174,Topics in Theory of Knowledge,Andrew Jewell,SP,2017,0,3,9,7,9,5,1,0,1,0,0,0,0,1,0
PHILOS 153A,153A,Topics in Ethical Theory: Normative Ethics,Bradley McHose,SP,2017,0,13,3,7,3,1,2,2,1,1,0,0,0,0,0
PHILOS 23,23,Meaning and Communication,Alexis Burgess,SP,2017,1,17,23,18,8,5,2,1,0,0,0,0,4,1,10
PHILOS 100C,100C,"History of Modern Philosophy, 1650 to 1800",John Carriero,SP,2017,0,30,26,18,22,13,11,10,0,0,0,0,4,0,0
PHYSCI 111L,111L,Physiological Science Laboratory,Ronald Cooper,SP,2017,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0
PHYSCI 111B,111B,Foundations in Physiological Science,Walter Metzner,SP,2017,6,28,14,9,25,14,14,23,7,0,0,0,0,0,0
PHYSCI 173,173,Anatomy and Physiology of Sense Organs,Mark Frye,SP,2017,2,0,4,10,2,5,1,0,1,0,0,0,0,0,0
PHYSCI 5,5,Issues in Human Physiology: Diet and Exercise,Joseph Esdin,SP,2017,4,196,41,57,30,9,22,14,1,0,1,0,3,3,19
PHYSCI 194A,194A,Research Group Seminars: Physiological Science,M.M. Mcevoy,SP,2017,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYSCI 173,173,Anatomy and Physiology of Sense Organs,Peter Narins,SP,2017,2,0,4,10,2,5,1,0,1,0,0,0,0,0,0
PHYSCI 174,174,NA,Amy Rowat,SP,2017,1,14,1,8,2,0,1,0,0,0,0,0,0,0,0
PHYSCI 194A,194A,Research Group Seminars: Physiological Science,Patricia Quinones,SP,2017,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYSCI 173,173,Anatomy and Physiology of Sense Organs,Alapakkam Sampath,SP,2017,2,0,4,10,2,5,1,0,1,0,0,0,0,0,0
PHYSCI C126,C126,Biological Clocks,Christopher Colwell,SP,2017,3,10,3,7,7,3,0,3,0,0,0,0,0,0,0
PHYSCI 111B,111B,Foundations in Physiological Science,Andrew Watson,SP,2017,6,28,14,9,25,14,14,23,7,0,0,0,0,0,0
PHYSCI 149,149,Mechanisms of Major Human Diseases,Xia Yang,SP,2017,4,5,4,1,6,3,0,1,1,0,0,0,0,0,0
PHYSCI 111B,111B,Foundations in Physiological Science,Peter Hauser,SP,2017,6,28,14,9,25,14,14,23,7,0,0,0,0,0,0
PHYSCI 175,175,Why Fido Can't Speak: Biological Evolution of Language,S Day,SP,2017,0,15,5,2,1,0,1,1,0,0,0,0,0,0,0
PHYSCI 146,146,Principles of Nervous System Development,Patricia Phelps,SP,2017,1,15,3,3,3,2,0,0,0,0,0,0,0,0,0
PHYSCI 194A,194A,Research Group Seminars: Physiological Science,G.R. Poe,SP,2017,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYSCI 111B,111B,Foundations in Physiological Science,G.S. Richardson,SP,2017,6,28,14,9,25,14,14,23,7,0,0,0,0,0,0
PHYSCI 128,128,"Me, Myself, and Microbes: The Microbiome in Health and Disease",Elaine Hsiao,SP,2017,0,13,10,2,4,0,0,1,1,0,0,0,0,0,0
PHYSCI 108,108,"Head and Neck Anatomy: Evolutionary, Biomechanical, Developmental, and Clinical Approach",Anthony Friscia,SP,2017,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0
PHYSCI 7,7,Science and Food: Physical and Molecular Origins of What We Eat,Amy Rowat,SP,2017,6,25,12,2,4,2,1,1,0,0,1,0,1,0,0
PHYSCI 194A,194A,Research Group Seminars: Physiological Science,Jeffrey Long,SP,2017,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYSCI 124,124,Molecular Biology of Aging,David Walker,SP,2017,10,21,0,6,2,0,0,1,0,0,0,0,0,0,0
PHYSICS 105A,105A,Analytic Mechanics,Alex Levine,SP,2017,2,7,3,11,6,6,2,5,6,0,1,0,0,0,0
PHYSICS M180G,M180G,Soft Matter Laboratory,Jianwei Miao,SP,2017,0,3,4,6,2,1,0,0,0,0,0,0,0,0,0
PHYSICS 180F,180F,Elementary Particle Laboratory,Rene Ong,SP,2017,2,2,4,3,1,0,0,0,0,0,0,0,0,0,0
PHYSICS 180Q,180Q,Quantum Optics Laboratory,Wesley Campbell,SP,2017,1,3,1,0,0,3,1,0,0,0,0,1,0,0,0
PHYSICS 6B,6B,"Physics for Life Sciences Majors: Waves, Electricity, and Magnetism",Seth Dorfman,SP,2017,8,17,22,24,30,15,16,9,4,0,3,0,4,1,0
PHYSICS 1A,1A,Physics for Scientists and Engineers: Mechanics,Mostafa El Alaoui,SP,2017,13,20,31,27,27,29,22,13,14,2,4,0,1,0,0
PHYSICS 115A,115A,Quantum Mechanics,Vladimir Vassiliev,SP,2017,9,7,5,11,6,9,4,3,2,0,0,0,0,0,0
PHYSICS 123,123,Atomic Structure,Paul Hamilton,SP,2017,1,5,2,4,2,2,0,1,0,0,0,0,3,0,0
PHYSICS 188B,188B,Computational Physics and Astronomy Laboratory,Joshua Samani,SP,2017,4,0,6,6,3,0,1,1,0,0,1,0,3,0,0
PHYSICS 18L,18L,Modern Physics Laboratory,B. Regan,SP,2017,1,5,4,3,8,3,1,1,0,0,0,0,0,0,0
PHYSICS 118,118,Electronics for Physical Measurements,Eric Hudson,SP,2017,1,6,1,0,0,0,1,0,1,0,0,1,0,0,0
PHYSICS 127,127,General Relativity,Slava Turyshev,SP,2017,4,3,15,9,4,0,3,0,0,0,0,0,1,0,0
PHYSICS 6A,6A,Physics for Life Sciences Majors: Mechanics,Joshua Samani,SP,2017,6,41,53,46,18,9,2,2,1,1,2,1,0,0,0
PHYSICS 180D,180D,Acoustics Laboratory,Gary Williams,SP,2017,2,5,1,1,2,2,3,1,0,0,1,0,0,0,0
PHYSICS 1B,1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",Ferdinand Coroniti,SP,2017,7,16,11,20,31,16,11,46,13,4,6,0,1,0,0
PHYSICS 6C,6C,"Physics for Life Sciences Majors: Light, Fluids, Thermodynamics, Modern Physics",Karoly Holczer,SP,2017,23,109,19,8,12,3,5,2,1,0,0,0,0,0,0
PHYSICS 10,10,Physics,Alexander Kusenko,SP,2017,10,19,19,22,21,18,18,16,13,0,0,0,1,1,2
PHYSICS 1C,1C,"Physics for Scientists and Engineers: Electrodynamics, Optics, and Special Relativity",Georgios Koutroulakis,SP,2017,6,25,21,18,24,15,21,29,8,3,3,2,0,0,0
PHYSICS 110B,110B,Electricity and Magnetism,Ching Chan,SP,2017,4,18,3,11,17,8,14,3,0,0,0,0,0,0,0
PHYSICS 6C,6C,"Physics for Life Sciences Majors: Light, Fluids, Thermodynamics, Modern Physics",David Schriver,SP,2017,41,88,24,24,28,9,1,4,0,0,0,0,0,0,0
PHYSICS 112,112,Thermodynamics,Shenshen Wang,SP,2017,2,4,3,4,5,0,3,0,0,0,0,0,0,0,0
PHYSICS 110A,110A,Electricity and Magnetism,Dolores Bozovic,SP,2017,2,7,7,7,5,4,4,4,4,1,0,0,0,0,0
PHYSICS 128,128,Cosmology and Particle Astrophysics,Graciela Gelmini,SP,2017,6,2,1,2,0,1,0,0,0,0,0,0,0,0,0
PHYSICS 1B,1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",Ni Ni,SP,2017,5,14,5,9,14,4,4,17,2,0,3,0,0,0,0
PHYSICS 1C,1C,"Physics for Scientists and Engineers: Electrodynamics, Optics, and Special Relativity",David Saltzberg,SP,2017,2,12,13,12,9,11,7,11,11,0,1,0,6,0,0
PHYSICS 1B,1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",Alexander Kusenko,SP,2017,22,66,55,60,56,54,40,27,22,0,0,0,1,0,1
PHYSICS 115C,115C,Quantum Mechanics,Michael Gutperle,SP,2017,1,6,8,10,13,10,8,2,3,1,0,0,0,0,0
PHYSICS 6B,6B,"Physics for Life Sciences Majors: Waves, Electricity, and Magnetism",Christoph Niemann,SP,2017,3,26,33,19,20,23,15,13,12,0,0,0,1,0,0
PHYSICS 1CH,1CH,"Physics for Scientists and Engineers: Electrodynamics, Optics, and Special Relativity",Rene Ong,SP,2017,3,9,5,3,4,1,1,2,0,0,0,0,0,0,0
PHYSICS 6C,6C,"Physics for Life Sciences Majors: Light, Fluids, Thermodynamics, Modern Physics",Michail Bachtis,SP,2017,8,42,22,27,29,17,13,15,0,0,0,0,1,0,0
PHYSICS 6A,6A,Physics for Life Sciences Majors: Mechanics,Asher Davidson,SP,2017,11,8,19,18,12,15,14,15,40,4,2,0,0,0,0
PHYSICS 180E,180E,Plasma Physics Laboratory,Walter Gekelman,SP,2017,0,1,5,0,0,6,0,0,0,0,0,0,0,0,0
PHYSICS 6C,6C,"Physics for Life Sciences Majors: Light, Fluids, Thermodynamics, Modern Physics",Shanna Shaked,SP,2017,10,50,14,11,14,7,2,3,0,1,0,0,0,0,0
PHYSICS 4AL,4AL,Physics Laboratory for Scientists and Engineers: Mechanics,Wesley Campbell,SP,2017,20,24,53,32,77,32,31,18,17,7,3,3,11,0,0
PHYSICS 105B,105B,Analytic Mechanics,Pietro Musumeci,SP,2017,2,9,12,15,12,6,4,3,0,0,0,0,0,0,0
PHYSICS 4BL,4BL,Physics Laboratory for Scientists and Engineers: Electricity and Magnetism,Martin Simon,SP,2017,9,43,23,39,24,6,3,2,0,0,0,0,0,0,0
POL SCI 141E,141E,"Electoral Politics: Elections, Media, and Strategy",James Desveaux,SP,2017,2,3,2,1,1,0,0,0,0,0,0,0,0,0,1
POL SCI 191D,191D,Variable Topics Research Seminars for Majors: Comparative Government,Kassem Nabulsi,SP,2017,2,7,3,4,0,0,0,0,0,0,0,0,0,0,1
POL SCI 171D,171D,Negotiation,Barry O'neill,SP,2017,3,26,5,2,1,0,0,0,0,0,0,0,0,0,0
POL SCI 191DCM,191DCM,"CAPPP Washington, DC, Research Seminars",James Desveaux,SP,2017,0,5,12,4,1,0,0,0,0,0,0,0,0,0,0
POL SCI 115D,115D,"Diversity, Disagreement, and Democracy",Susanne Lohmann,SP,2017,57,37,16,14,3,1,0,0,0,0,0,0,2,0,0
POL SCI 124A,124A,International Political Economy,Ronald Rogowski,SP,2017,6,17,6,7,11,9,2,6,1,0,3,3,11,0,3
POL SCI 111B,111B,History of Political Thought: Early Modern Political Theory from Hobbes to Bentham,Elizabeth Barringer,SP,2017,0,21,28,18,13,8,6,2,3,2,0,1,3,0,2
POL SCI 186,186,"Special Studies in Race, Ethnicity, and Politics: Race and Criminal Justice System",Raul Moreno Campos,SP,2017,5,77,56,8,0,0,0,0,0,0,0,0,1,0,0
POL SCI M132B,M132B,International Relations of Middle East,Steven Spiegel,SP,2017,14,66,29,26,23,11,4,11,8,0,2,1,1,0,3
POL SCI 169,169,Special Studies in Comparative Politics,Ronald Rogowski,SP,2017,3,4,3,3,4,2,1,0,0,0,0,0,0,1,1
POL SCI 149,149,Special Topics in American Government and Politics,Stonegarden Grindlife,SP,2017,10,111,0,11,2,1,3,0,0,0,0,0,0,0,0
POL SCI 120B,120B,World Politics and U.S. Foreign Policy after September 11,James Desveaux,SP,2017,0,4,7,2,1,2,0,0,0,0,0,0,0,0,0
POL SCI 145C,145C,Public Law and Judicial Process: Constitutional Law -- Civil Liberties,Cynthia Lebow,SP,2017,8,28,6,9,16,10,7,0,2,0,0,0,3,0,4
POL SCI 149,149,Special Topics in American Government and Politics,Nhan Levan,SP,2017,12,27,52,22,12,4,1,3,0,0,0,1,0,0,0
POL SCI 150,150,Political Violence,James Tong,SP,2017,0,5,11,11,7,6,9,7,9,0,2,0,1,0,0
POL SCI 20,20,World Politics,R Trager,SP,2017,14,67,39,42,37,25,14,15,12,2,8,1,7,2,4
POL SCI M115C,M115C,Citizenship and Public Service,Anthony Pagden,SP,2017,6,19,19,11,14,5,0,4,3,2,2,2,3,1,1
POL SCI 120B,120B,World Politics and U.S. Foreign Policy after September 11,Myung Kim,SP,2017,1,22,21,24,18,12,5,4,3,2,1,0,0,0,3
POL SCI 139,139,Special Studies in International Relations,Yuen-Ching Lee,SP,2017,20,24,16,7,10,2,1,1,0,0,0,0,0,0,0
POL SCI M167C,M167C,Political Economy of Development,Daniel Posner,SP,2017,3,35,18,17,24,6,6,1,1,1,2,0,4,0,0
POL SCI 165,165,Islam and Politics,Eric Bordenkircher,SP,2017,0,8,9,14,20,5,5,2,1,1,1,0,2,0,1
POL SCI 191B,191B,Variable Topics Research Seminars for Majors: International Relations,Leslie Johns,SP,2017,2,5,2,1,2,1,1,0,0,0,0,0,1,0,0
POL SCI 181B,181B,Latino Politics in U.S.,Matthew Barreto,SP,2017,5,16,28,10,27,19,4,9,0,0,4,0,0,0,0
POL SCI 191B,191B,Variable Topics Research Seminars for Majors: International Relations,Susanne Lohmann,SP,2017,8,17,0,1,0,0,0,0,0,0,0,0,0,0,0
POL SCI 126,126,Peace and War,Deborah Larson,SP,2017,5,24,6,16,31,8,9,7,3,0,2,0,1,0,0
POL SCI 191B,191B,Variable Topics Research Seminars for Majors: International Relations,David Wilkinson,SP,2017,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0
POL SCI M141A,M141A,Electoral Politics: Political Psychology,Stacey Greene,SP,2017,0,45,11,18,5,3,1,1,1,1,0,0,2,0,0
POL SCI 191A,191A,Variable Topics Research Seminars for Majors: Political Theory,Brian Walker,SP,2017,4,7,6,3,2,0,0,0,0,0,0,0,0,0,0
POL SCI M115C,M115C,Citizenship and Public Service,John Branstetter,SP,2017,6,19,19,11,14,5,0,4,3,2,2,2,3,1,1
POL SCI 169,169,Special Studies in Comparative Politics,Benjamin Radd,SP,2017,6,15,48,20,10,2,6,1,2,1,0,1,2,0,3
POL SCI 170A,170A,Studies in Statistical Analysis of Political Data,Jesse Acevedo,SP,2017,10,11,15,7,12,1,2,0,1,0,0,0,0,0,0
POL SCI 120B,120B,World Politics and U.S. Foreign Policy after September 11,Christopher Preble,SP,2017,0,4,7,2,1,2,0,0,0,0,0,0,0,0,0
POL SCI 167D,167D,Political Institutions and Economic Development,Miriam Golden,SP,2017,0,7,4,4,7,3,1,0,0,0,0,0,2,0,0
POL SCI 40,40,Introduction to American Politics,Thomas Schwartz,SP,2017,61,101,40,16,32,14,9,5,3,2,2,1,2,1,16
POL SCI 50,50,Introduction to Comparative Politics,Michael Lofchie,SP,2017,1,21,16,4,46,0,0,22,0,0,7,0,1,0,0
POL SCI 6,6,Introduction to Data Analysis,Zsuzsanna Magyar,SP,2017,12,13,13,9,15,7,3,3,4,0,0,0,1,0,7
POL SCI 191H,191H,Research Design Seminar for Honors Thesis,Lorrie Yokley,SP,2017,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
POL SCI 125A,125A,Arms Control and International Security,Barry O'neill,SP,2017,10,59,28,17,29,16,7,5,0,0,0,0,0,0,1
POL SCI 140B,140B,National Institutions: The Presidency,Scott James,SP,2017,1,13,15,5,12,9,6,5,4,1,2,1,8,0,1
POL SCI 191D,191D,Variable Topics Research Seminars for Majors: Comparative Government,James Tong,SP,2017,0,4,2,5,1,0,0,0,0,0,0,0,0,0,0
POL SCI 142A,142A,Political Parties and Interest Groups: Political Parties,John Zaller,SP,2017,3,47,12,10,8,8,5,5,0,2,0,0,1,0,1
POL SCI 30,30,Politics and Strategy,Kathleen Bawn,SP,2017,16,55,17,12,25,9,10,4,3,0,1,0,10,1,2
POL SCI 141E,141E,"Electoral Politics: Elections, Media, and Strategy",Michael Cohen,SP,2017,2,3,2,1,1,0,0,0,0,0,0,0,0,0,1
POL SCI 149,149,Special Topics in American Government and Politics,Jeffrey Lewis,SP,2017,10,111,0,11,2,1,3,0,0,0,0,0,0,0,0
POL SCI 195CE,195CE,Community and Corporate Internships in Political Science,Michael Thies,SP,2017,0,4,11,7,1,1,0,0,0,0,0,0,0,0,3
POL SCI 191F,191F,"Variable Topics Research Seminars for Majors: Race, Ethnicity, and Politics: Race, Ethnicity and Politics in U.S.",Lorrie Yokley,SP,2017,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
POL SCI 163B,163B,"Colonialism, Discourse, and Democracy",Richard Anderson,SP,2017,2,15,6,8,6,2,2,2,0,0,0,0,5,0,0
POL SCI 60,60,Diversity and Disagreement: How to Succeed in Politics without Really Trying,Susanne Lohmann,SP,2017,32,15,9,4,2,0,0,0,0,0,0,0,0,0,0
POL SCI 111C,111C,Late Modern Political Theory,Kirstie Mcclure,SP,2017,4,4,7,4,11,5,1,0,0,0,1,0,3,0,0
PSYCH M166,M166,Neurobiology of Bias and Discrimination,Christopher Evans,SP,2017,1,15,3,3,0,0,0,0,0,0,0,0,0,0,0
PSYCH 186C,186C,Cognitive Science Laboratory: Psychophysical Theories and Methods,Zili Liu,SP,2017,0,2,5,1,3,1,0,2,0,0,0,0,0,0,0
PSYCH 124F,124F,Thinking,Patricia Cheng,SP,2017,9,2,6,12,9,3,1,2,0,0,0,0,0,0,0
PSYCH 119M,119M,Physiological Psychology of Learning,Pamela Kennedy,SP,2017,2,8,9,9,4,3,3,3,2,0,0,0,1,0,0
PSYCH 85,85,Introduction to Cognitive Science,Jesse Rissman,SP,2017,7,13,13,14,13,5,3,4,1,0,1,1,0,0,0
PSYCH 189,189,Advanced Honors Seminars,Patricia Greenfield,SP,2017,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYCH 118,118,Comparative Psychobiology,Cathleen Cox,SP,2017,0,25,9,10,13,5,3,0,1,0,0,0,0,0,0
PSYCH 136B,136B,Nonexperimental Methods in Social Psychology,Yuen Huo,SP,2017,0,3,3,4,1,0,0,0,0,0,0,0,0,0,0
PSYCH 189,189,Advanced Honors Seminars,Benjamin Karney,SP,2017,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1
PSYCH M174,M174,Health Disparities,Vickie Mays,SP,2017,1,16,6,6,10,1,4,2,0,0,0,0,0,0,1
PSYCH 120A,120A,Cognitive Psychology,J.A. Danan,SP,2017,10,25,38,32,50,22,16,27,11,5,3,1,8,2,0
PSYCH M119X,M119X,Biology and Behavioral Neuroscience of Aging,Andrew Hill,SP,2017,59,87,4,26,15,2,0,0,0,0,0,0,0,0,4
PSYCH 125C,125C,Advanced Research Methods in Developmental Psychopathology,Bruce Baker,SP,2017,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYCH 116,116,Behavioral Neuroscience Laboratory,Jared Wong,SP,2017,2,8,9,8,5,3,3,2,1,1,1,1,0,0,0
PSYCH 121,121,Laboratory in Cognitive Psychology,Gennady Erlikhman,SP,2017,3,7,2,3,4,2,1,0,1,0,0,0,0,0,0
PSYCH 20A,20A,MATLAB Programming for Behavioral Sciences,Gennady Erlikhman,SP,2017,10,7,6,3,2,0,1,1,2,0,0,0,0,0,0
PSYCH M138,M138,Electoral Politics: Political Psychology,Stacey Greene,SP,2017,0,13,0,1,0,0,0,0,0,0,0,0,0,0,2
PSYCH 134A,134A,Applied Developmental Psychology: Infant/Toddler Care and Education,Elisheva Gross,SP,2017,3,6,7,1,1,0,0,0,0,0,0,0,0,0,0
PSYCH M137B,M137B,Nonverbal Communication and Body Language,Kerri Johnson,SP,2017,0,10,3,0,5,1,1,1,0,0,0,0,1,0,1
PSYCH 100B,100B,Research Methods in Psychology,Amber Ankowski,SP,2017,4,27,23,36,52,49,54,40,19,10,2,2,4,0,0
PSYCH 189,189,Advanced Honors Seminars,Denise Chavira,SP,2017,0,5,5,0,1,0,0,0,0,0,0,0,0,0,1
PSYCH 151,151,Research Methods in Health Psychology,Christine Dunkel Schetter,SP,2017,0,8,3,6,3,0,0,0,0,0,0,0,0,0,0
PSYCH 191CH,191CH,Departmental Honors Research Seminars,Naomi Eisenberger,SP,2017,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYCH M117C,M117C,Neuroscience: From Molecules to Mind -- Behavioral and Cognitive Neuroscience,David Glanzman,SP,2017,0,2,0,1,0,3,1,2,0,0,0,0,0,0,1
PSYCH 126,126,Clinical Psychology Laboratory,Katherine Karlsgodt,SP,2017,1,10,3,2,2,2,2,2,0,0,0,0,0,0,0
PSYCH 136A,136A,Social Psychology Laboratory,Julie Smurda,SP,2017,0,7,2,5,2,4,3,0,1,0,0,0,0,0,0
PSYCH 130,130,Developmental Psychology,Sylvie Taylor,SP,2017,1,63,62,36,24,4,8,5,2,0,1,0,0,0,1
PSYCH M119L,M119L,Human Neuropsychology,Dahlia Zaidel,SP,2017,4,12,4,9,5,0,3,1,0,0,0,0,0,0,0
PSYCH 131,131,Research in Developmental Psychology,Catherine Sandhofer,SP,2017,1,19,1,1,0,0,0,0,0,0,0,0,0,0,0
PSYCH M117C,M117C,Neuroscience: From Molecules to Mind -- Behavioral and Cognitive Neuroscience,Kate Wassum,SP,2017,0,2,0,1,0,3,1,2,0,0,0,0,0,0,1
PSYCH 135,135,Social Psychology,Carolyn Parkinson,SP,2017,60,120,42,24,32,5,4,4,1,0,2,0,0,0,3
PSYCH 10,10,Introductory Psychology,Julie Smurda,SP,2017,12,45,45,26,24,23,17,13,4,10,12,5,4,2,5
PSYCH 115,115,Principles of Behavioral Neuroscience,Hugh Blair,SP,2017,2,32,7,17,37,15,16,30,14,0,16,0,2,1,1
PSYCH 127A,127A,Abnormal Psychology,Denise Chavira,SP,2017,4,33,26,38,36,26,18,15,5,0,4,1,4,1,5
PSYCH 100A,100A,Psychological Statistics,Craig Enders,SP,2017,11,90,5,15,32,5,3,6,0,0,1,0,0,0,0
PSYCH 133F,133F,Psychology and Education,Christina Ramirez,SP,2017,67,53,22,27,16,7,5,0,3,1,0,0,1,0,2
PSYCH M165,M165,Psychology of Gender,Kim Elsesser,SP,2017,6,28,38,23,36,23,9,5,2,0,0,1,2,0,2
PSYCH 161,161,Behavior and Brain Development,Adriana Galvan,SP,2017,42,81,48,26,21,10,2,1,0,0,0,0,1,0,4
PSYCH 100A,100A,Psychological Statistics,Adi Jaffe,SP,2017,2,15,10,13,8,19,6,23,4,3,1,1,2,0,0
PSYCH 98T,98T,"Love and Sex in 21st Century: Critical Look at Myths, Media, and Movements",Yuen Huo,SP,2017,9,4,2,0,0,1,0,1,1,0,2,0,0,0,0
